"successor, halving", "worst_case 1.000", 8, 1.3870000839e-08
"quick find", "worst_case 1.000", 8, 1.6129016876e-08
"union find", "worst_case 1.000", 8, 1.9216537476e-08
"quick find, microset", "worst_case 1.000", 8, 1.3840198517e-08
"union find, microset", "worst_case 1.000", 8, 1.4603137970e-08
"successor, 2-pass, microset", "worst_case 1.000", 8, 1.4245510101e-08
"successor, recursive", "worst_case 2.000", 8, 3.2019615173e-08
"successor, 2-pass", "worst_case 2.000", 8, 2.6249885559e-08
"successor, 2-pass, checked", "worst_case 2.000", 8, 2.5773048401e-08
"successor, halving", "worst_case 2.000", 8, 2.0742416382e-08
"quick find", "worst_case 2.000", 8, 2.0831823349e-08
"union find", "worst_case 2.000", 8, 2.6845932007e-08
"quick find, microset", "worst_case 2.000", 8, 1.9502639771e-08
"union find, microset", "worst_case 2.000", 8, 1.9049644470e-08
"successor, 2-pass, microset", "worst_case 2.000", 8, 1.9657611847e-08
"successor, recursive", "worst_case 4.000", 8, 4.4238567352e-08
"successor, 2-pass", "worst_case 4.000", 8, 3.9756298065e-08
"successor, 2-pass, checked", "worst_case 4.000", 8, 4.0602684021e-08
"successor, halving", "worst_case 4.000", 8, 2.8920173645e-08
"quick find", "worst_case 4.000", 8, 2.8312206268e-08
"union find", "worst_case 4.000", 8, 3.8969516754e-08
"quick find, microset", "worst_case 4.000", 8, 3.6752223969e-08
"union find, microset", "worst_case 4.000", 8, 3.6144256592e-08
"successor, 2-pass, microset", "worst_case 4.000", 8, 3.6668777466e-08
"successor, recursive", "worst_case 8.000", 8, 8.2635879517e-08
"successor, 2-pass", "worst_case 8.000", 8, 6.5708160400e-08
"successor, 2-pass, checked", "worst_case 8.000", 8, 6.6995620728e-08
"successor, halving", "worst_case 8.000", 8, 4.8685073853e-08
"quick find", "worst_case 8.000", 8, 4.6038627625e-08
"union find", "worst_case 8.000", 8, 6.2894821167e-08
"quick find, microset", "worst_case 8.000", 8, 5.9556961060e-08
"union find, microset", "worst_case 8.000", 8, 6.0176849365e-08
"successor, 2-pass, microset", "worst_case 8.000", 8, 5.8984756470e-08
"successor, recursive", "worst_case 0.125", 16, 1.8465518951e-08
"successor, 2-pass", "worst_case 0.125", 16, 1.7172098160e-08
"successor, 2-pass, checked", "worst_case 0.125", 16, 1.8668174744e-08
"successor, halving", "worst_case 0.125", 16, 1.5163421631e-08
"quick find", "worst_case 0.125", 16, 2.1958351135e-08
"union find", "worst_case 0.125", 16, 2.6249885559e-08
"quick find, microset", "worst_case 0.125", 16, 2.2017955780e-08
"union find, microset", "worst_case 0.125", 16, 2.1982192993e-08
"successor, 2-pass, microset", "worst_case 0.125", 16, 2.1851062775e-08
"successor, recursive", "worst_case 0.250", 16, 2.4247169495e-08
"successor, 2-pass", "worst_case 0.250", 16, 2.0772218704e-08
"successor, 2-pass, checked", "worst_case 0.250", 16, 2.2602081299e-08
"successor, halving", "worst_case 0.250", 16, 1.8012523651e-08
"quick find", "worst_case 0.250", 16, 2.3663043976e-08
"union find", "worst_case 0.250", 16, 2.7883052826e-08
"quick find, microset", "worst_case 0.250", 16, 2.0503997803e-08
"union find, microset", "worst_case 0.250", 16, 2.0503997803e-08
"successor, 2-pass, microset", "worst_case 0.250", 16, 1.9836425781e-08
"successor, recursive", "worst_case 0.500", 16, 3.2210350037e-08
"successor, 2-pass", "worst_case 0.500", 16, 2.5939941406e-08
"successor, 2-pass, checked", "worst_case 0.500", 16, 2.9337406158e-08
"successor, halving", "worst_case 0.500", 16, 2.1851062775e-08
"quick find", "worst_case 0.500", 16, 2.6619434357e-08
"union find", "worst_case 0.500", 16, 3.2162666321e-08
"quick find, microset", "worst_case 0.500", 16, 2.1803379059e-08
"union find, microset", "worst_case 0.500", 16, 2.1600723267e-08
